,title,company,location,salary,summary
977,"
Principal Architect_Data Platform","

Myntra.com","Bengaluru, Karnataka",nan,"Strong understanding of object-oriented programming, concurrency and fundamentals of computer-science."
978,"
Business Manager - Artificial Intelligence","
CCS Computers","New Delhi, Delhi",nan,"Revenue generation by selling “ARTIFICIAL INTELLIGENCE SOLUTIONS"" in Government/PSU Sector Sector."
979,"
Associate Clinical Trial Supply Manager","

Novartis","Hyderabad, Telangana",nan,Where you’re given opportunities to explore the power of digital and data.
980,"
Industry Intern","
Ashrita Bio Foundation",Telangana,nan,To develop asectoral based data on waste repository.
981,"
Applied Scientist/Data Scientist-Campus Hires only","

Amazon Dev Center India - Hyd","Bengaluru, Karnataka",nan,Strong communication and data presentation skills.
982,"
Research Scientist","

Syngene","Bengaluru, Karnataka",nan,Good Knowledge of analytical techniques and analytical data interpretation.
983,"
Senior Software Engineer","
Cashfree","Bengaluru, Karnataka","

₹22,00,000 - ₹35,00,000 a year
","Strong CS fundamentals, good working knowledge of classic algorithms, data structures and Design patterns."
984,"
CON - Clients & Industries","

Deloitte","Hyderabad, Telangana",nan,Experience in financial modeling or data science.
985,"
Engr, Algorithm 2","

KLA-Tencor","Chennai, Tamil Nadu",nan,"Our expert teams of physicists, engineers, data scientists and problem-solvers work together with the world’s leading technology providers to accelerate the…"
986,"
IT Software Developer (IDC)","

flydubai",nan,nan,"Build applications (stand alone as well as plugins) that fetch data from existing system/s, manipulate them and perform new business functions."
987,"
TC_Majesco_Senior-2","

Ernst & Young","Bengaluru, Karnataka",nan,"Bachelor's degree (computer science, engineering, or related field) or a graduate degree."
988,"
Drilling Data Analyst (Real","
NES FIRCROFT",India,nan,Use WITS0/WITSML data to perform drilling analytics.
989,"
Consultant- Data analytics","

Konecranes","Pune, Maharashtra",nan,Good to have Knowledge of DENODO data science tool.
990,"
Manager","

Ola Cabs","Bengaluru, Karnataka",nan,Are you someone who understands the intricacies of balancing the art and science of applying machine learning and business analytics to consumer lending?
991,"
Customer Service Admin","

Agilent Technologies, Inc.","Gurgaon, Haryana",nan,"Uses accounting and financial systems and tools to input data, generate reports, conduct specialized research projects and respond to inquiries."
992,"
ML Engineer","
Rejolut Technology Solutions","Navi Mumbai, Maharashtra","

₹2,00,000 - ₹6,00,000 a year
",Manage data science prototypes and choose associated datasets and representation methods.
993,"
Urgent Opening for the position of IT Analyst @Navi Mumbai","
Vasta Bioinformatics Pvt Ltd","Navi Mumbai, Maharashtra",nan,Knowledge of system security (e.g. intrusion detection systems) and data.
994,"
Senior Associate - Sustainable Landscape and Restoration","

World Resources Institute","New Delhi, Delhi","

₹10,00,000 - ₹12,00,000 a year
","Knowledge of data science techniques and coding, R, Python, etc. essential."
995,"
Python Developer Data Science","
Talentbasket","Ernakulam, Kerala",nan,"Expert in python with data analysis, workflows/data science experience."
996,"
Data Engineer II","

Ernst & Young","Bengaluru, Karnataka",nan,"This includes the data models, storage requirements and migration of data from one system to another."
997,"
Software Developer","
Jignasa Techno Solutions","Lalithanagaram, Andhra Pradesh","

₹15,000 - ₹33,000 a month
","Net , Testing Tools , Sales force , Digital Marketing , Data science *."
998,"
IS - Data Science - Practice Lead","

Infosys Limited","Bengaluru, Karnataka",nan,The person will be responsible for leading a team of data scientists to deliver business impacting solutions.
999,"
IT Software Developer (IDC)","

flydubai",nan,nan,"Build applications (stand alone as well as plugins) that fetch data from existing system/s, manipulate them and perform new business functions."
1000,"
Senior Data Science Engineer","
Socure","Chennai, Tamil Nadu",nan,Provide analytical support to the data science team.
1001,"
Associate","

GfK","Gurgaon, Haryana",nan,"We connect data, science and innovative digital research solutions to provide answers for key business questions around consumers, markets, brands and media."
1002,"
Sr. Software Engineer","

opentext","Hyderabad, Telangana",nan,"The Enterprise Business Systems (Applications Development) team builds specific solutions that enable businesses to thrive in a data driven world, allowing our…"
1003,"
Data Engineer","

Infostretch Corporation","Pune, Maharashtra",nan,"Should have practical and foundational knowledge of creating and managing data pipes in topical data frameworks as Spark, Kafka, hadoop, NoSQLs."
1004,"
Azure Data Engineer","
Fractal.ai","Bengaluru, Karnataka",nan,"Expertise in relational and dimensional modelling, including big data technologies."
1005,"
Product Specialist - Oncology - Bangalore","

Novartis","Bengaluru, Karnataka",nan,Where you’re given opportunities to explore the power of digital and data.
1006,"
Customer Service Admin CIM Specialist","

Agilent Technologies, Inc.","Gurgaon, Haryana",nan,"Authorized for creation and maintenance of customer master data, eye for details to validate customer data, new account & contact updation."
1007,"
Data Scientist","
Exeliq Consulting","Kandivali, Mumbai, Maharashtra",nan,"Currently we are looking for a Senior Computer Vision Engineer who is passionate about the sphere of Big Data, Data Science and AI."
1008,"
Data Science group","

Affine Analytics","Bengaluru, Karnataka",nan,Substantial hands-on experience with data handling.
1009,"
Computer Vision Engineer","
RAACOM Infosystems","Hyderabad, Telangana",nan,"Undertaking tasks for refining our image processing pipeline, conditioning image data for consumption into our neural networks."
1010,"
Data Engineer","
AlignTech","Hyderabad, Telangana",nan,Experience working with data engineers and data scientists to deliver high quality data analytics solutions.
1011,"
Centre for Studies in Gender and Sexuality","

Ashoka University","Vasant Kunj, Delhi",nan,"Humanities, social sciences and fundamental natural sciences."
1012,"
Cyber Security Analyst","

Microsoft","Hyderabad, Telangana",nan,"The core responsibility is to perform investigations in response to security alerts, which includes digital forensics and data analytics."
1013,"
PostgreSql DBA - Senior","

Pramati Technologies","Hyderabad, Telangana",nan,Reconcile new data sources and identify source data inconsistencies.
1014,"
Business and Data Analyst","
Alphonso","Bengaluru, Karnataka",nan,Develop and run data science experiments and interpret the results.
1015,"
Behavioral Science Lead","
Fractal.ai","Mumbai, Maharashtra",nan,Desire to incorporate data science and design thinking into your practice of applied behavioral science.
1016,"
Data Analytics Engineer","
Snaphunt Pte Ltd","Hyderabad, Telangana",nan,"Improving data reliability, efficiency and quality."
1017,"
Lead Data Engineer - SQL/Python/Spark/Databricks etc","
Enquero Inc","Hyderabad, Telangana",nan,"Expert in SQL and good with data modelling for relational, analytical and big data workloads."
1018,"
Sr. Bioinformatics Scientist","
EluciData Corporation","New Delhi, Delhi",nan,\* Identify valuable data sources and automate data collection.
1019,"
Associate Data Scientist","

Shell","Chennai, Tamil Nadu",nan,Assess data availability and modeling feasibility.
1020,"
Data Warehouse developer","
Splenta Systems","Bengaluru, Karnataka",nan,"Perform the design and extension of data marts, meta data, and data models."
1021,"
Manager-1 Transportation","

Amazon Dev Center India - Hyd","Hyderabad, Telangana",nan,"Manage day-to-day operations of the data curation in close coordination with last mile Tech & Science teams, and ensure seamless reporting for the data quality…"
1022,"
Data Engineer","
Priceline.com","Mumbai, Maharashtra",nan,"Improve upon the data ingestion models, ETL jobs, and alarming to maintain data integrity and data availability."
1023,"
BI/Tableau Developer - VP","
AQR","Bengaluru, Karnataka",nan,"Overall experience of 8+ Years on data visualization, data modelling and SQL."
1024,"
Big Data Engineer","
CereSight",India,nan,Experience with integration of data from multiple data sources;
1025,"
Business Data Analyst","

Kaplan","Bengaluru, Karnataka",nan,Expertise in data visualization and data mining techniques.
1026,"
Senior SQL Data Analyst","
DeepR Analytics",nan,"

₹6,00,000 - ₹12,00,000 a year
",Querying historical high-frequency market data to identify price patterns.
1027,"
Data Informatics Associate","

Covance",nan,nan,"Develops data point mapping, based data loader being used, and import to GSS operations data feed management system."
1028,"
R & D Head(Sports Nutrition)- 5+Yrs of Exp","
Invision Medi Science Pvt Ltd",nan,"

₹6,00,000 - ₹7,00,000 a year
",Project management & data interpretation skills.
1029,"
Software Developer 2 (JoinOCI-SDE)","

Oracle",nan,nan,"Supervise Oracle Cloud Infrastructure for intrusions by perform hunting exercises using threat intelligence, analysis of anomalous log data and results of…"
1030,"
Data Informatics Coordinator","

Covance",nan,nan,"Develops data point mapping, based data loader being used, and import to GSS operations data feed management system."
1031,"
CDA II - Rave","

Syneos Health Clinical",nan,nan,"Ensures that data from external databases/datasets such as central and/or local laboratory data, electronic diary data, pharmacokinetic (PK) data, or…"
1032,"
Scientist Biosensors, Gas sensors","
BreathX Technologies Inc, ( Canary Health Technologies)",nan,nan,"Recording, analysing data, ensuring data integrity, quality control and protocol compliance."
1033,"
Safety Science Coordinator II","

Covance",nan,nan,The group ensuring that case processing and data quality meet global regulatory compliance.
1034,"
Database Developer","
9ine",nan,"

₹4,00,000 - ₹6,00,000 a year
","Experience in database design, data maintenance, database security, data analysis and mining."
